"","article_index","full_citation","Key","Item.Type","Publication.Year","Author","Title","Publication.Title","ISBN","ISSN","DOI","Url","Abstract.Note","Date","Date.Added","Date.Modified","Access.Date","Pages","Num.Pages","Issue","Volume","Number.Of.Volumes","Journal.Abbreviation","Short.Title","Series","Series.Number","Series.Text","Series.Title","Publisher","Place","Language","Rights","Type","Archive","Archive.Location","Library.Catalog","Call.Number","Notes","File.Attachments","Link.Attachments","Manual.Tags","Automatic.Tags","Editor","Series.Editor","Translator","Contributor","Attorney.Agent","Book.Author","Cast.Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed.Author","Scriptwriter","Words.By","Guest","Number","Edition","Running.Time","Scale","Medium","Artwork.Size","Filing.Date","Application.Number","Assignee","Issuing.Authority","Country","Meeting.Name","Conference.Name","Court","References","Reporter","Legal.Status","Priority.Numbers","Programming.Language","Version","System","Code","Code.Number","Section","Session","Committee","History","Legislative.Body"
"12","Prosecutions.90","Cavallaro, James L.; O'Connell, Jamie. ""When Prosecution is Not Enough: How the International Criminal Court Can Prevent Atrocity and Advance Accountability by Emulating Regional Human Rights Institutions,"" *The Yale Journal of International Law*, vol. 45, no. 1 (2020), 1-67, DOI: ","A597UNV7","journalArticle",2020,"Cavallaro, James L.; O'Connell, Jamie","When Prosecution is Not Enough: How the International Criminal Court Can Prevent Atrocity and Advance Accountability by Emulating Regional Human Rights Institutions","The Yale Journal of International Law","","","","","","2020","2022-03-24 19:03:26","2023-11-27 14:20:58","","1-67",NA,"1",45,NA,"","","",NA,NA,"","","","",NA,"","","","","",NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","External Support NSAGs.2023.7","van Veen, Erwin; Pellise, Alba Di Pietrantonio; Ezzeddine, Nancy; Napolitano, Paolo. *Band-aids, not bullets: EU policies and interventions in the Syrian and Iraqi civil wars*. Clingendael, 2021.","UGVMTZXE","report",2021,"van Veen, Erwin; Pellise, Alba Di Pietrantonio; Ezzeddine, Nancy; Napolitano, Paolo","Band-aids, not bullets: EU policies and interventions in the Syrian and Iraqi civil wars","","","","","https://www.clingendael.org/pub/2021/eu-relevance-in-the-syrian-and-iraqi-civil-wars/","","2021","2023-11-21 20:14:04","2023-11-27 00:52:37","2023-11-21 20:14:04","",NA,"",NA,NA,"","","",NA,NA,"","Clingendael","","",NA,"","","","","",NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","Mediation.2023.25","Lukichev, Vladimir. *Armed Conflict in Ukraine - Chronological Timeline of Implementation of the Minsk Agreements | DCAF – Geneva Centre for Security Sector Governance*. DCAF – Geneva Centre for Security Sector Governance, 2022.","596CYG6Y","report",2022,"Lukichev, Vladimir","Armed Conflict in Ukraine - Chronological Timeline of Implementation of the Minsk Agreements | DCAF – Geneva Centre for Security Sector Governance","","","","","https://www.dcaf.ch/armed-conflict-ukraine-chronological-timeline-implementation-minsk-agreements","","2022","2023-11-26 03:07:10","2023-11-27 00:52:20","2023-11-26 03:07:10","",NA,"",NA,NA,"","","",NA,NA,"","DCAF – Geneva Centre for Security Sector Governance","","en",NA,"","","","","",NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","Targeted Sanctions.2023.4","Shyrokykh, Karina. ""Human rights sanctions and the role of black knights: Evidence from the EU’s post-Soviet neighbours,"" *Journal of European Integration*, vol. 44, no. 3 (2022), 429-449, DOI: 10.1080/07036337.2021.1908278","EM7538VZ","journalArticle",2022,"Shyrokykh, Karina","Human rights sanctions and the role of black knights: Evidence from the EU’s post-Soviet neighbours","Journal of European Integration","","0703-6337","10.1080/07036337.2021.1908278","https://doi.org/10.1080/07036337.2021.1908278","Respect for human rights is one of the main conditions for European Union (EU) cooperation with third countries. When human rights are gravely violated, the EU can apply a variety of restrictive measures ranging from issuing sanctions threats to imposing economic sanctions. However, can such measures impact the subsequent human rights situation in the target country, and under what conditions? Using time-series cross-sectional data accounting for eleven post-Soviet states over a period of twenty-six years (1991–2016), this article demonstrates that the impact of sanctions on the target’s human rights situation depends on two factors – the type of sanction applied and the extent of the target’s linkage with alternative regional powers. In the absence of regional alternative support, sanctions in the form of arms embargoes and aid suspension demonstrate a positive effect on the human rights situation.","2022-04-03","2023-11-27 00:49:07","2023-11-27 00:49:39","2023-11-27 00:49:07","429-449",NA,"3",44,NA,"","Human rights sanctions and the role of black knights","",NA,NA,"","","","",NA,"","","","Taylor and Francis+NEJM","",NA,"",NA,"","sanctions; human rights; European Union; post-Soviet countries; sanctions busters","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","Targeted Sanctions.2023.1","Park, Jiyoun; Choi, Hyun Jin. ""Are smart sanctions smart enough? An inquiry into when leaders oppress civilians under UN targeted sanctions,"" *International Political Science Review*, vol. 43, no. 3 (2022), 433-449, DOI: 10.1177/0192512120931957","LJSUUNH7","journalArticle",2022,"Park, Jiyoun; Choi, Hyun Jin","Are smart sanctions smart enough? An inquiry into when leaders oppress civilians under UN targeted sanctions","International Political Science Review","","0192-5121","10.1177/0192512120931957","https://doi.org/10.1177/0192512120931957","Why do some UN targeted sanctions (or “smart” sanctions) cause collateral damage to the general population, while others minimize it? We suggest the scope and the effectiveness of smart sanctions, as well as the political institutions of target countries, are critical determinants of sanctions’ adverse effects on human rights. Leaders targeted by sanctions with a broad scope will have a greater incentive to oppress people to ward off potential support for challengers. The degree to which they can carry out successful oppression, however, hinges upon the effectiveness of the implementation of sanctions. Furthermore, we expect that authoritarian systems are more likely to encourage oppression than other ones. We conduct a quantitative analysis of 56 UN-imposed smart sanction episodes. Our study reveals sanctions with a broad scope that are less effective result in deteriorated human rights conditions, especially in authoritarian countries. However, we find when sanctions with a narrow scope work effectively, they do not hurt innocent citizens.","2022-06-01","2023-11-27 00:48:14","2023-11-27 00:48:35","2023-11-27 00:48:14","433-449",NA,"3",43,NA,"","Are smart sanctions smart enough?","",NA,NA,"","","","en",NA,"","","","SAGE Journals","",NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","Prosecutions.2023.3","Miller, Andrew Cesare. ""Without an army: How ICC indictments reduce atrocities,"" *Journal of Peace Research*, vol. 60, no. 4 (2022), 573-587, DOI: 10.1177/00223433221088692","YRTRIP4W","journalArticle",2022,"Miller, Andrew Cesare","Without an army: How ICC indictments reduce atrocities","Journal of Peace Research","","0022-3433","10.1177/00223433221088692","https://doi.org/10.1177/00223433221088692","Do International Criminal Court (ICC) indictments reduce atrocities? The ICC convicting only ten perpetrators since its founding in 2002 has generated skepticism of the court’s ability to prevent attacks against civilians. Drawing on the criminal violence literature, this article applies the concept of assurance to explain how the ICC reduces atrocities despite its limited capacity. As with criminal organizations facing domestic indictments, armed groups affiliated with ICC indictees often (mis)perceive that the indictments come with assurance: that is, inductee-affiliated groups believe that they can alleviate the costs imposed by indictments if they refrain from further attacks. I test the effect of ICC indictments on violence using the weighted regression method generalized synthetic control to mitigate empirical challenges posed by endogeneity and data unreliability. The results indicate that indictments lead to a substantial initial decline in attacks against civilians by armed groups affiliated with indictees, but the attacks return to pre-indictment levels when indictees face sustained punishment from the court. Descriptive cases of ICC indictments against alleged perpetrators in Uganda and Kenya are used to illustrate the role of assurance. These findings imply that the ICC might reduce violence by engaging in plea bargains and other negotiated settlements – tools commonly employed by domestic prosecutors fighting criminal organizations.","2022","2023-11-27 00:46:59","2023-11-27 00:47:28","2023-11-27 00:46:59","573-587",NA,"4",60,NA,"","Without an army","",NA,NA,"","","","en",NA,"","","","SAGE Journals","",NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","Prosecutions.2023.2","Kitagawa, Risa; Bell, Sam R.. ""The Logic of Transitional Justice and State Repression: The Effects of Human Rights Prosecutions in Post-Conflict States,"" *Journal of Conflict Resolution*, vol. 66, no. 6 (2022), 1091-1118, DOI: 10.1177/00220027211066616","6F6ZX8HT","journalArticle",2022,"Kitagawa, Risa; Bell, Sam R.","The Logic of Transitional Justice and State Repression: The Effects of Human Rights Prosecutions in Post-Conflict States","Journal of Conflict Resolution","","0022-0027","10.1177/00220027211066616","https://doi.org/10.1177/00220027211066616","Human rights prosecutions addressing wartime crimes are often credited with deterring future rights abuses, but routinely occur alongside state repression. This article develops a theory of how such prosecutions generate uneven effects across domestic human rights practice by making some repression tactics costlier than others—in the public visibility of the abuse or ease of attribution to leadership—or by directly substituting certain tactics. We test the implications with a multivariate probit analysis of novel prosecution data in contemporary conflict and post-conflict settings. Trials significantly reduce reliance on political imprisonment and extrajudicial killings, relatively visible abuses, whereas gains for less visible physical integrity rights are limited. Further, trials themselves are sometimes deployed as a direct substitute for political imprisonment. The findings reveal how human rights prosecutions themselves can be part of a government’s repressive toolkit, with implications for the study of transitional justice and the judicialization of repression.","2022-07-01","2023-11-27 00:45:05","2023-11-27 00:46:07","2023-11-27 00:45:05","1091-1118",NA,"6",66,NA,"","The Logic of Transitional Justice and State Repression","",NA,NA,"","","","en",NA,"","","","SAGE Journals","",NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","Peace Operations.2023.9","Narang, Neil; Liu, Yanjun. ""Does female ratio balancing influence the efficacy of peacekeeping units? Exploring the impact of female peacekeepers on post-conflict outcomes and behavior,"" *International Interactions*, vol. 48, no. 2 (2022), 173-203, DOI: 10.1080/03050629.2022.1995729","WLLM3CLI","journalArticle",2022,"Narang, Neil; Liu, Yanjun","Does female ratio balancing influence the efficacy of peacekeeping units? Exploring the impact of female peacekeepers on post-conflict outcomes and behavior","International Interactions","","0305-0629","10.1080/03050629.2022.1995729","https://doi.org/10.1080/03050629.2022.1995729","The UN. has intensified efforts to recruit female peacekeepers for peacekeeping missions. From 2006 to 2014, the number of female military personnel in UN peacekeeping missions nearly tripled. The theory driving female recruitment is that female peacekeepers employ distinctive skills that make units more effective along a variety of dimensions. Yet skeptics argue that deeper studies are needed. This paper explores the theoretical mechanisms through which female military personnel are thought to increase the effectiveness of peacekeeping units. Using new data, we document variation in female participation across missions over time, and we explore the impact of female ratio balancing on various conflict outcomes, including the level of female representation in post-conflict political institutions, the prevalence of sexual violence in armed conflict, and the durability of peace. We find evidence that a greater proportion of female personnel is systematically associated with greater implementation of women’s rights provisions and a greater willingness to report rape, and we find no evidence of negative consequences for the risk of conflict recurrence. We conclude that the inclusion of more female peacekeepers in UN peacekeeping does not reduce the ability to realize mission goals.","2022-03-04","2023-11-27 00:43:48","2023-11-27 00:44:20","2023-11-27 00:43:48","173-203",NA,"2",48,NA,"","Does female ratio balancing influence the efficacy of peacekeeping units?","",NA,NA,"","","","",NA,"","","","Taylor and Francis+NEJM","",NA,"",NA,"","civil war; conflict; peace; peacekeeping; female peacekeepers; female ratio balancing","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","Peace Operations.2023.8","Di Salvatore, Jessica; Polo, Sara M. T.; Ruggeri, Andrea. ""Do UN peace operations lead to more terrorism? Repertoires of rebel violence and third-party interventions,"" *European Journal of International Relations*, vol. 28, no. 2 (2022), 361-385, DOI: 10.1177/13540661211072714","SGL2CV9R","journalArticle",2022,"Di Salvatore, Jessica; Polo, Sara M. T.; Ruggeri, Andrea","Do UN peace operations lead to more terrorism? Repertoires of rebel violence and third-party interventions","European Journal of International Relations","","1354-0661","10.1177/13540661211072714","https://doi.org/10.1177/13540661211072714","Recent research suggests that UN peacekeeping operations (PKOs) reduce conventional violence. However, rebel groups have been increasingly using a combination of conventional and non-conventional violence, for example, terrorism. Little is known about whether and under which conditions PKOs shape rebels’ incentives to resort to more terrorism. At the same time, existing research on the use of terrorism in civil wars primarily focuses on domestic factors, thus overlooking the impact of external shocks such as the deployment of PKOs. We argue that PKOs can have critical unintended consequences inducing tactical adaptation in rebel violence as they alter the government-rebels balance of power. Particularly, rebel groups that are militarily strong prior to the UN arrival are incentivized to escalate terrorist violence to overcome the physical barrier imposed by PKO forces and improve their bargaining position vis-à-vis the government. Weaker groups, which in the absence of PKOs are more likely to use terrorism, have not only limited capacity but also fewer incentives to escalate terrorism when PKOs deploy. Leveraging new disaggregated data on rebel terrorist attacks during civil wars, we provide the first global actor-level analysis of the relationship between PKO deployments and changes in rebels’ tactical preferences for terrorist violence. We find that, conditional on initial government-rebels power relations, PKOs can make terrorism the weapon of the strong. Our study sheds light on the unintended effects of peacekeeping, the causes of terrorism, and offers important policy implications for several current PKOs deployed in the midst of violence.","2022-06-01","2023-11-27 00:42:25","2023-11-27 00:43:17","2023-11-27 00:42:25","361-385",NA,"2",28,NA,"","Do UN peace operations lead to more terrorism?","",NA,NA,"","","","en",NA,"","","","SAGE Journals","",NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","Peace Operations.2023.6","Day, Adam; Hunt, Charles T.. ""Distractions, Distortions and Dilemmas: The Externalities of Protecting Civilians in United Nations Peacekeeping,"" *Civil Wars*, vol. 24, no. 1 (2022), 97-116, DOI: 10.1080/13698249.2022.1995680","UEKC5LP8","journalArticle",2022,"Day, Adam; Hunt, Charles T.","Distractions, Distortions and Dilemmas: The Externalities of Protecting Civilians in United Nations Peacekeeping","Civil Wars","","1369-8249","10.1080/13698249.2022.1995680","https://doi.org/10.1080/13698249.2022.1995680","This article explores the unintended consequences associated with the protection of civilians (PoC) mandate in United Nations peacekeeping. Drawing primarily on two case studies – the Democratic Republic of the Congo (MONUSCO) and South Sudan (UNMISS) – we advance three lines of argument. First, the gravitational pull of PoC can distract missions from other, often interdependent, priorities. Second, the implementation of PoC can distort intended impacts. Third, these distractions and distortions can combine to produce dilemmas for mission architects, leadership and implementers. We conclude by identifying how these quandaries can ultimately make civilian protection, sustainable peace, and mission exits more elusive.","2022-01-02","2023-11-27 00:39:37","2023-11-27 00:40:02","2023-11-27 00:39:37","97-116",NA,"1",24,NA,"","Distractions, Distortions and Dilemmas","",NA,NA,"","","","",NA,"","","","Taylor and Francis+NEJM","",NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","Peace Operations.2023.5","Reeder, Bryce W; Hendricks, Michael; Goldring, Edward. ""All Peacekeeping is Local: Measuring Subnational Variation in Peacekeeping Effectiveness,"" *International Studies Quarterly*, vol. 66, no. 2 (2022), sqac010, DOI: 10.1093/isq/sqac010","J8GMHL8E","journalArticle",2022,"Reeder, Bryce W; Hendricks, Michael; Goldring, Edward","All Peacekeeping is Local: Measuring Subnational Variation in Peacekeeping Effectiveness","International Studies Quarterly","","0020-8833","10.1093/isq/sqac010","https://doi.org/10.1093/isq/sqac010","Understanding whether peacekeepers reduce fatalities at the local level is an important question. We can have increased confidence in peacekeepers’ capabilities by testing whether deaths decrease in the locations where peacekeepers are present. However, commonly used modeling techniques cannot easily test peacekeepers’ local effectiveness. Coefficients from methods such as linear regression, logit, and count models provide average estimates of peacekeepers’ effects on violence. We argue that a solution lies in geographically weighted regression (GWR). GWR can more clearly reveal subnational spatial heterogeneity in peacekeepers’ (in)effectiveness at reducing violence. We conduct an illustrative test of our argument using data on the Democratic Republic of the Congo between 2001 and 2014 and replicate an existing study to show that GWR can also help resolve seemingly contradictory findings of whether peacekeepers are better at reducing violence by government or rebel actors. The article contains important implications for how scholars can more accurately measure peacekeeping effectiveness.","2022-06-01","2023-11-27 00:38:34","2023-11-27 00:39:07","2023-11-27 00:38:34","sqac010",NA,"2",66,NA,"International Studies Quarterly","All Peacekeeping is Local","",NA,NA,"","","","",NA,"","","","Silverchair","",NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","Peace Operations.2023.49","Lloyd, Gabriella. ""New Data on UN Mission Mandates 1948–2015: Tasks Assigned to Missions in their Mandates (TAMM),"" *Journal of Peace Research*, vol. 58, no. 5 (2021), 1149-1160, DOI: 10.1177/0022343320980822","T76ZJQF7","journalArticle",2021,"Lloyd, Gabriella","New Data on UN Mission Mandates 1948–2015: Tasks Assigned to Missions in their Mandates (TAMM)","Journal of Peace Research","","0022-3433","10.1177/0022343320980822","https://doi.org/10.1177/0022343320980822","Tasks Assigned to Missions in their Mandates (TAMM) provides comprehensive new data on the mandates of UN missions between 1948 and 2015. Until now, datasets have described mandates in terms of their influential characteristics, such as whether they are robust or multidimensional, or placed them into broad categories driven by idiosyncratic theoretical expectations. Despite limitations on data availability, mandates have been tied to numerous outcomes related to peacekeeping effectiveness. TAMM meets the need for flexible, minimally processed, and fine-grained data on mission mandates by recording the full range of tasks in mandates. The dataset comes in mission-resolution and mission-month versions that are designed to complement existing data on peacekeeping and to be easily adaptable to a wide range of research interests. In this article, I introduce TAMM and use the data to conduct a replication and expansion of Hultman, Kathman and Shannon (2014). I find evidence that missions with mandates that dictate they provide security guarantees and raise the costs of fighting, reduce battlefield hostilities.","2021-09-01","2023-11-27 00:34:27","2023-11-27 00:37:51","2023-11-27 00:34:27","1149-1160",NA,"5",58,NA,"","New Data on UN Mission Mandates 1948–2015","",NA,NA,"","","","en",NA,"","","","SAGE Journals","",NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","Peace Operations.2023.47","Brubaker, Rebecca; Upadhyay, with contributions from Akhilesh. *Breaking the Mold: Lessons from Sixteen Years of Innovative UN Political Engagement in Nepal*. , 2021.","7AU4YINY","report",2021,"Brubaker, Rebecca; Upadhyay, with contributions from Akhilesh","Breaking the Mold: Lessons from Sixteen Years of Innovative UN Political Engagement in Nepal","","","","","https://www.ipinst.org/2021/02/lessons-from-sixteen-years-of-innovative-un-political-engagement-in-nepal","UN political engagement in Nepal between 2002 and 2018 has long been considered a successful example of sustained and innovative support to a critical peace process. Many governments in the broader region, however, have largely eschewed international assistance in resolving conflicts, perceiving it as an unnecessary infringement on state sovereignty or a threat to regional...","2021-02-10","2023-11-27 00:32:24","2023-11-27 00:33:48","2023-11-27 00:32:24","",NA,"",NA,NA,"","Breaking the Mold","",NA,NA,"","","International Peace Institute","en-US",NA,"","","","","",NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","Peace Operations.2023.45","Russo, Jenna. *UN Peacekeeping and Protection of Civilians from Sexual and Gender-Based Violence*. International Peace Institute, 2022.","KFDPIWTK","report",2022,"Russo, Jenna","UN Peacekeeping and Protection of Civilians from Sexual and Gender-Based Violence","","","","","https://www.ipinst.org/2022/05/un-peacekeeping-and-protection-of-civilians-from-sexual-and-gender-based-violence","While all UN multidimensional peacekeeping operations are mandated to prevent and respond to conflict-related sexual violence (CRSV), the missions in the Democratic Republic of the Congo (DRC) and South Sudan, as well as in the Central African Republic, are also mandated to protect civilians from sexual and gender-based violence (SGBV). While SGBV is often used...","2022-05-09","2023-11-27 00:30:42","2023-11-27 00:31:50","2023-11-27 00:30:42","",NA,"",NA,NA,"","","",NA,NA,"","International Peace Institute","","en-US",NA,"","","","","",NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","Peace Operations.2023.40","Clayton, Govinda; Dorussen, Han. ""The effectiveness of mediation and peacekeeping for ending conflict,"" *Journal of Peace Research*, vol. 59, no. 2 (2022), 150-165, DOI: 10.1177/0022343321990076","SBCKGGZE","journalArticle",2022,"Clayton, Govinda; Dorussen, Han","The effectiveness of mediation and peacekeeping for ending conflict","Journal of Peace Research","","0022-3433","10.1177/0022343321990076","https://doi.org/10.1177/0022343321990076","Mediation and peacekeeping are commonly used tools to manage conflict. To what extent are they complementary and effective instruments for ending violent conflicts? Generally, they are seen as distinct tools: mediation aims to facilitate negotiated settlements, while the goal of peacekeeping is to prevent agreements from collapsing. However, peacekeeping and mediation regularly occur simultaneously. Arguably, peacekeeping operations rely on continuing political processes, while peacekeepers create a context favorable for mediation and provide a valuable source of independent information. Using a variety of model specifications, including selection models, empirical evidence supports that (a) mediation rather than peacekeeping is key to halting hostilities, (b) mediation and peacekeeping are largely complementary, but (c) this complementarity is conditional: in the post-Cold War period, transformative peacekeeping boosted the effectiveness of mediation to halt civil wars. There is no evidence that peacekeeping on its own matters for ending conflict. Finally, counterfactual analysis shows the substantial impact of mediation and peacekeeping on the frequency of conflict.","2022-03-01","2023-11-27 00:29:03","2023-11-27 00:29:56","2023-11-27 00:29:03","150-165",NA,"2",59,NA,"","","",NA,NA,"","","","en",NA,"","","","SAGE Journals","",NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","Peace Operations.2023.37","Gray, Felicity. ""Protection as connection: feminist relational theory and protecting civilians from violence in South Sudan,"" *Journal of Global Ethics*, vol. 18, no. 1 (2022), 152-170, DOI: 10.1080/17449626.2022.2052152","5ISEI3Y7","journalArticle",2022,"Gray, Felicity","Protection as connection: feminist relational theory and protecting civilians from violence in South Sudan","Journal of Global Ethics","","1744-9626","10.1080/17449626.2022.2052152","https://doi.org/10.1080/17449626.2022.2052152","The direct protection of civilians from the violence and harms of armed conflict is most often understood in fixed, identity-centred terms: of what protection is, where it is located, of who provides it, who receives it. Such analyses often conceal the relational nature of civilian protection: how it is co-created by actors in and through their relationships with one another and the protection architectures they operate within. In this article, I explore how a feminist relational approach helps to illuminate these underacknowledged dynamics of civilian protection. Using protection of civilians in the context of the civil war in South Sudan as an example, I highlight how relationships shape protection, and how a relational approach can illuminate a richer view of protection actors, action, and spaces. Drawing from the example of United Nations police mass cordon and search activities, I also demonstrate how relationships between peacekeepers and displaced communities are shaped by protection architectures. I argue that a relational approach can illuminate unjust structures, create important opportunities for new research, and assist in questioning and reorienting dominant peacekeeping strategies.","2022-01-02","2023-11-27 00:20:26","2023-11-27 00:21:06","2023-11-27 00:20:26","152-170",NA,"1",18,NA,"","Protection as connection","",NA,NA,"","","","",NA,"","","","Taylor and Francis+NEJM","",NA,"",NA,"","South Sudan; civilian protection; peacekeeping; feminist relational theory; Protection of civilians; relationality","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","Peace Operations.2023.36","Fjelde, Hanne; Smidt, Hannah. ""Protecting the Vote? Peacekeeping Presence and the Risk of Electoral Violence,"" *British Journal of Political Science*, vol. 52, no.  (2022), 1113–1132, DOI: 10.1017/S0007123421000132","BPVIAJJK","journalArticle",2022,"Fjelde, Hanne; Smidt, Hannah","Protecting the Vote? Peacekeeping Presence and the Risk of Electoral Violence","British Journal of Political Science","","","10.1017/S0007123421000132","","Democracy assistance, including the promotion of electoral security, is often a central component of contemporary peacekeeping operations. Preventing violence during post-conflict elections is critical for the war-to-democracy transition. Yet, we know little about the role of peacekeepers in this effort. To fill this gap, we provide the first comprehensive sub-national study of peacekeeping effectiveness in reducing the risk of electoral violence. We combine geo-referenced data on peacekeeping deployment across all multidimensional peacekeeping missions in Africa over the past two decades with fine-grained data on electoral violence. We find a negative association between peacekeeping presence and the risk of electoral violence. The relationship is of similar magnitude in the pre- and post-election period. However, the association is more strongly negative for violence perpetrated by non-state actors compared to violence perpetrated by government-affiliated actors. Analyses using two-way fixed effects models and matching mitigate potential selection biases.","2022","2023-11-27 00:17:41","2023-11-27 00:19:53","2023-11-27 00:17:41","1113–1132",NA,"",52,NA,"","Protecting the Vote?","",NA,NA,"","","","en",NA,"","","","","",NA,"",NA,"","peacekeeping; democratization; electoral violence; military deployment; post-war","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
